name,email,phone,telegram,url
HOY SAN STEVEDORING PTE LTD,hr@hoysan.com,,,https://www.fastjobs.sg/singapore-job-ad/1957499/customer-service-officer-cso-west/hoy-san-stevedoring-pte-ltd/
RecruitFirst Pte Ltd,,88475776,,https://www.fastjobs.sg/singapore-job-ad/1971172/admin-executive-biomed-engineering-department/recruitfirst-pte-ltd/
MCI CAREER SERVICES PTE LTD,benedict@mci.com.sgFor,91168310,,https://www.fastjobs.sg/singapore-job-ad/1969916/engineering-assistant-x10-mncwestup32004334transport-providedawsvb/mci-career-services-pte-ltd/
MCI CAREER SERVICES PTE LTD,,69900414,,https://www.fastjobs.sg/singapore-job-ad/1968087/clinic-assistant-patient-service/mci-career-services-pte-ltd/
Adecco Personnel Pte Ltd,jayden.tan@adecco.comWe,656697,,https://www.fastjobs.sg/singapore-job-ad/1967243/bank-uat-tester-business/adecco-personnel-pte-ltd/
RecruitFirst Pte Ltd,finjiesm.koh@recruitfirst.co,659655,,https://www.fastjobs.sg/singapore-job-ad/1967183/bank-card-quality-checkermacpherson1-year/recruitfirst-pte-ltd/
EDUFIRST LEARNING CENTRE LLP,,88207716,,https://www.fastjobs.sg/singapore-job-ad/1966949/part-time-cook-amp-cleaner/edufirst-learning-centre-llp/
TALENTVIS SINGAPORE PTE. LTD.,,64160792,,https://www.fastjobs.sg/singapore-job-ad/1969904/banking-backend-calling-customer-service/talentvis-singapore-pte-ltd/
Rapid Recruitment Asia Pte Ltd,,85877169,,https://www.fastjobs.sg/singapore-job-ad/1969172/warehouse-assistant/rapid-recruitment-asia-pte-ltd/
HEALTHY HOMES MARKETING PTE LTD,,87179202,,https://www.fastjobs.sg/singapore-job-ad/1968786/appointment-setter/healthy-homes-marketing-pte-ltd/
ADECCO PERSONNEL PTE LTD,weiting.lee@adecco.com,,,https://www.fastjobs.sg/singapore-job-ad/1968123/administrator-automotive/adecco-personnel-pte-ltd/
MCI CAREER SERVICES PTE LTD,Jim@mci.com.sg,69900424,,https://www.fastjobs.sg/singapore-job-ad/1967578/apo-police-officer-up4200/mci-career-services-pte-ltd/
RECRUITPEDIA PTE. LTD.,,89154026,@michelle_ysx,https://www.fastjobs.sg/singapore-job-ad/1971479/temp-operation-assistant-upper/recruitpedia-pte-ltd/
Recruit Express Pte Ltd,tammyyap@recruitexpress.com.sg,,,https://www.fastjobs.sg/singapore-job-ad/1971138/locum-phlebotomist-nurses-56-half/recruit-express-pte-ltd/
CVISTA HR CONSULTING PTE. LTD.,audrey.chng@cvista.comCandidates,,,https://www.fastjobs.sg/singapore-job-ad/1970234/assistant-retail-singaporean-onlyexp-in/cvista-hr-consulting-pte-ltd/
TALENTVIS SINGAPORE PTE. LTD.,,97271017,,https://www.fastjobs.sg/singapore-job-ad/1971647/vehicle-operations-amp-administrative-coordinator/talentvis-singapore-pte-ltd/
RK RECRUITMENT PTE. LTD.,,82638418,,https://www.fastjobs.sg/singapore-job-ad/1971402/veterinary-animal-clinic-receptionist-basic/rk-recruitment-pte-ltd/
SWEE HENG BAKERY,,"67159931,86860300",,https://www.fastjobs.sg/singapore-job-ad/1968509/full-time-part-time/swee-heng-bakery/
RecruitFirst Pte Ltd,,98592977,,https://www.fastjobs.sg/singapore-job-ad/1968294/temp-counter-customer-service-2500/recruitfirst-pte-ltd/
RK RECRUITMENT PTE. LTD.,,80789286,,https://www.fastjobs.sg/singapore-job-ad/1971459/moulding-technician-gul/rk-recruitment-pte-ltd/
RecruitFirst Pte Ltd,,92352351,,https://www.fastjobs.sg/singapore-job-ad/1970045/2200-fresh-grads-welcome/recruitfirst-pte-ltd/
JOBSTUDIO PTE. LTD.,,88158821,@Sg_jobstudio,https://www.fastjobs.sg/singapore-job-ad/1971880/usher-temp/jobstudio-pte-ltd/
MCI CAREER SERVICES PTE LTD,,69900417,,https://www.fastjobs.sg/singapore-job-ad/1971615/accounts-assistant-loyang-up-to/mci-career-services-pte-ltd/
Rapid Recruitment Asia Pte Ltd,,85952950,@Jillqq,https://www.fastjobs.sg/singapore-job-ad/1970297/bookstore-management-trainee-high/rapid-recruitment-asia-pte-ltd/
ACHIEVE CAREER CONSULTANT PTE LTD,hanny.nurdjaja@achievegroup.asia,659187,,https://www.fastjobs.sg/singapore-job-ad/1968045/bank-telesales-portfolio-sales/achieve-career-consultant-pte-ltd/
UEMS SOLUTIONS PTE LTD,,84285958,,https://www.fastjobs.sg/singapore-job-ad/1968914/healthcare-attendant-novena/uems-solutions-pte-ltd/
MCI CAREER SERVICES PTE LTD,,69900468,,https://www.fastjobs.sg/singapore-job-ad/1968870/hr-recruiter-recruitment/mci-career-services-pte-ltd/
PERSOLKELLY Singapore,,91168457,,https://www.fastjobs.sg/singapore-job-ad/1968202/x20-call-centre-agent/persolkelly-singapore/
RK RECRUITMENT PTE. LTD.,,6585028188,,https://www.fastjobs.sg/singapore-job-ad/1967457/bubble-tea-barista-x3-gross/rk-recruitment-pte-ltd/
Recruit Express Services Pte Ltd,,90622254,,https://www.fastjobs.sg/singapore-job-ad/1966623/retail-assistants/recruit-express-services-pte-ltd/
GMP RECRUITMENT SERVICES (S) PTE LTD,,84503157,,https://www.fastjobs.sg/singapore-job-ad/1966637/croupier-specialist/gmp-recruitment-services-s-pte/
BERSHKA,,81254460,,https://www.fastjobs.sg/singapore-job-ad/1955937/sales-associate-5-days/bershka/
